filename,r_peaks_seconds
records500/03000/03867_hr,"1.35,2.74,4.09,5.72,7.01,8.26"
records500/03000/03869_hr,"1.24,2.46,3.74,4.98,6.42,7.76,9.03"
records500/03000/03872_hr,"1.12,1.99,2.86,3.6,4.28,5.0,5.73,6.73,7.71,8.5,9.28"
records500/03000/03875_hr,"0.78,1.5,2.21,2.91,3.59,4.26,4.95,5.65,6.37,7.08,7.77,8.47,9.2"
records500/03000/03878_hr,"0.68,1.35,2.01,2.68,3.34,4.01,4.68,5.37,6.06,6.74,7.43,8.12,8.82"
records500/03000/03892_hr,"1.24,1.87,2.47,3.09,3.72,4.42,5.18,5.89,6.57,7.29,7.98,8.66,9.32"
records500/03000/03895_hr,"0.8,1.81,2.81,3.82,4.82,5.82,6.83,7.84,8.85"
records500/03000/03904_hr,"1.2,2.28,3.38,4.53,5.66,6.77,7.82,8.88"
records500/03000/03908_hr,"0.7,1.79,2.88,3.99,5.1,6.2,7.32,8.44"
records500/03000/03909_hr,"1.47,2.47,3.37,4.33,5.3,6.27,7.21,8.06,8.89"
records500/03000/03910_hr,"1.32,2.31,3.31,4.3,5.32,6.34,7.35,8.35"
records500/03000/03913_hr,"1.17,2.04,2.91,3.79,4.7,5.56,6.42,7.26,8.1,8.96"
records500/03000/03914_hr,"0.85,1.78,2.72,3.64,4.55,5.43,6.29,7.13,7.96,8.8"
records500/03000/03918_hr,"0.94,1.81,2.66,3.51,4.36,5.2,6.02,6.83,7.67,8.53"
records500/03000/03923_hr,"1.11,2.03,2.94,3.86,4.8,5.75,6.7,7.65,8.61"
records500/03000/03925_hr,"0.81,1.41,2.02,2.66,3.29,3.9,4.52,5.14,5.77,6.42,7.06,7.69,8.31,8.92"
records500/03000/03926_hr,"1.63,2.74,3.8,4.89,5.97,7.07,8.15,9.24"
records500/03000/03937_hr,"0.86,1.75,2.63,3.52,4.39,5.25,6.1,6.93,7.75,8.55"
records500/03000/03947_hr,"0.75,1.15,1.57,2.0,2.43,2.85,3.26,3.67,4.16,4.99,5.51,6.17,6.69,7.18,7.65,8.1,8.57,9.23"
records500/03000/03948_hr,"1.3,2.17,3.03,3.91,4.78,5.66,6.54,7.43,8.31,9.21"
records500/03000/03949_hr,"1.13,1.82,2.51,3.21,3.94,4.66,5.36,6.06,6.78,7.48,8.18,8.89"
records500/03000/03967_hr,"1.05,1.97,2.86,3.75,4.62,5.47,6.32,7.2,8.09,8.99"
records500/03000/03984_hr,"0.83,2.02,3.2,4.38,5.53,6.62,7.77,9.01"
records500/03000/03986_hr,"1.1,2.05,2.96,3.81,4.68,5.59,6.53,7.49,8.44"
records500/03000/03990_hr,"1.06,1.92,2.78,3.64,4.5,5.33,6.21,7.07,7.93,8.8,9.13"
records500/04000/04016_hr,"0.85,1.71,2.56,3.4,4.25,5.11,5.96,6.81,7.67,8.54"
records500/04000/04025_hr,"1.04,1.86,2.46,3.06,3.66,4.31,4.97,5.34,5.87,6.33,6.94,7.54,8.14,8.73,9.34"
records500/04000/04059_hr,"0.78,2.01,3.14,4.29,5.46,6.58,7.72,8.9"
records500/04000/04066_hr,"1.02,1.83,2.63,3.43,4.21,5.0,5.8,6.63,7.46,8.27,9.09"
records500/04000/04070_hr,"1.13,1.87,2.64,3.41,4.2,4.93,5.69,6.48,7.21,7.97,8.84"
records500/04000/04072_hr,"0.87,1.97,3.22,3.87,4.94,6.19,7.05,7.91,8.8"
records500/04000/04079_hr,"0.67,1.77,2.17,2.5,3.56,4.08,5.36,6.25,7.18,7.61,9.05"
records500/04000/04090_hr,"1.06,1.77,2.58,3.34,4.13,4.87,5.6,6.33,7.05,7.48,8.47,9.13"
records500/04000/04097_hr,"1.16,1.87,2.59,3.0,4.06,4.74,5.43,6.14,6.62,7.63,8.29,8.98"
records500/04000/04103_hr,"1.26,1.94,2.62,3.32,4.04,4.79,5.53,6.29,7.06,7.77,8.5,9.25"
records500/04000/04110_hr,"0.77,1.48,2.21,3.58,4.24,4.9,5.57,6.27,6.96,7.65,8.38"
records500/04000/04123_hr,"1.32,2.1,2.88,3.66,4.44,4.95,6.05,6.83,7.59,8.35,9.13"
records500/04000/04137_hr,"1.57,2.76,3.94,5.17,6.4,7.6,8.73"
records500/04000/04149_hr,"1.48,2.44,3.38,4.32,5.27,6.23,7.17,8.11,9.06"
records500/04000/04153_hr,"0.92,1.61,2.28,2.97,3.65,4.34,5.03,5.71,6.4,7.09,7.79,8.48,9.18"
records500/04000/04167_hr,"0.88,1.8,2.73,3.65,4.56,5.46,6.34,7.18,8.05,8.94"
records500/04000/04175_hr,"1.05,1.86,2.68,3.5,4.32,5.13,5.94,6.76,7.58,8.4,8.83,9.21"
records500/04000/04177_hr,"1.34,2.23,3.14,4.07,4.96,5.84,6.73,7.61,8.5"
records500/04000/04203_hr,"1.04,1.71,2.42,3.22,4.17,4.93,5.66,6.45,7.4,8.1,8.83"
records500/04000/04220_hr,"1.48,2.37,3.28,4.19,5.1,6.03,6.94,7.84,8.72"
records500/04000/04224_hr,"1.12,2.14,3.18,4.21,5.26,6.34,7.38,8.45"
records500/04000/04225_hr,"0.72,1.2,1.94,2.68,3.41,4.15,4.89,5.63,6.39,7.11,7.85,8.59,9.33"
records500/04000/04226_hr,"1.3,1.98,2.65,3.31,3.98,4.68,5.39,6.11,6.81,7.51,8.18,8.83"
records500/04000/04229_hr,"1.25,2.25,3.19,4.08,4.98,5.84,6.82,7.89,8.4,9.06"
records500/04000/04230_hr,"0.72,1.49,2.26,3.03,3.8,4.58,5.33,6.13,6.91,7.69,8.47,9.25"
records500/04000/04235_hr,"1.19,2.47,3.75,4.94,6.2,7.4,8.64"
records500/04000/04238_hr,"1.07,2.09,3.1,4.11,5.14,6.15,7.17,8.21,9.23"
records500/04000/04239_hr,"0.91,1.81,2.74,3.64,4.55,5.45,6.34,7.2,8.02,8.84"
records500/04000/04245_hr,"0.67,1.68,2.69,3.68,4.7,5.76,6.78,7.8,8.81"
records500/04000/04254_hr,"1.0,1.71,2.42,3.14,3.87,4.59,5.31,6.03,6.75,7.46,8.17,8.9"
records500/04000/04257_hr,"1.12,2.0,2.87,3.75,4.6,5.45,6.29,7.14,7.97,8.81"
records500/04000/04261_hr,"1.54,2.68,3.8,4.93,6.12,7.3,8.46"
records500/04000/04266_hr,"0.9,1.71,2.53,3.35,4.17,4.98,5.78,6.6,7.42,8.27,9.12"
records500/04000/04269_hr,"1.32,2.35,3.38,4.35,5.32,6.34,7.36,8.36,9.32"
records500/04000/04278_hr,"1.3,1.96,2.64,3.31,4.0,4.68,5.38,6.07,6.78,7.49,8.2,8.93"
records500/04000/04295_hr,"0.81,1.5,2.2,2.91,3.61,4.33,5.04,5.75,6.46,7.18,7.87,8.58,9.28"
records500/04000/04329_hr,"1.12,2.05,2.75,3.45,4.16,4.87,5.59,6.31,7.04,7.77,8.49,9.19"
records500/04000/04335_hr,"1.0,1.97,2.89,4.02,4.85,5.59,6.22,7.08,7.92,9.01"
records500/04000/04336_hr,"0.9,1.59,2.29,2.98,3.66,4.35,5.03,5.72,6.41,7.08,7.77,8.44,9.13"
records500/04000/04342_hr,"0.91,2.08,3.29,4.5,5.73,6.96,8.2"
records500/04000/04354_hr,"0.68,1.54,2.41,3.27,4.13,5.0,5.9,6.8,7.72,8.63"
records500/04000/04362_hr,"0.92,1.64,2.38,3.12,3.85,4.57,5.28,6.01,6.74,7.47,8.18,8.88"
records500/04000/04363_hr,"0.76,1.44,2.11,2.79,3.48,4.19,4.93,5.7,6.47,7.27,8.06,8.87"
records500/04000/04391_hr,"0.78,1.41,2.03,2.66,3.27,3.9,4.52,5.14,5.75,6.37,6.99,7.61,8.23,8.85"
records500/04000/04410_hr,"1.38,2.37,3.37,4.37,5.35,6.36,7.36,8.34,9.34"
records500/04000/04414_hr,"0.8,1.1,2.04,2.34,3.28,3.58,4.51,5.76,6.06,7.0,8.22"
records500/04000/04417_hr,"1.07,1.73,2.38,3.03,3.69,4.34,4.99,5.64,6.29,6.94,7.58,8.23,8.88"
records500/04000/04432_hr,"1.1,2.15,3.18,4.21,5.24,6.25,7.27,8.27,9.27"
records500/04000/04444_hr,"1.49,2.47,3.44,4.41,5.38,6.36,7.34,8.31,9.3"
records500/04000/04448_hr,"1.14,1.76,2.39,3.0,3.62,4.24,4.84,5.46,6.07,6.7,7.96,8.6,9.23"
records500/04000/04458_hr,"1.2,1.86,2.5,3.15,3.8,4.44,5.08,5.73,6.36,7.0,7.64,8.28,8.92"
records500/04000/04476_hr,"0.84,1.77,2.73,3.66,4.55,5.45,6.36,7.25,8.16,9.07"
records500/04000/04501_hr,"0.86,1.67,2.48,3.29,4.11,4.92,5.74,6.57,7.4,8.25,9.1"
records500/04000/04506_hr,"1.19,2.11,3.15,4.11,5.1,6.08,7.0,7.93,8.93"
records500/04000/04508_hr,"1.08,1.85,2.63,3.43,4.21,5.0,5.78,6.56,7.35,8.14,8.93"
records500/04000/04518_hr,"1.55,2.63,3.72,4.77,5.79,6.83,7.89,8.92"
records500/04000/04542_hr,"1.26,2.12,2.98,3.79,4.56,5.37,6.18,6.97,7.76,8.54"
records500/04000/04546_hr,"1.3,2.16,3.07,4.02,4.98,5.96,6.91,7.82,8.75"
records500/04000/04547_hr,"1.55,2.62,3.69,4.74,5.82,6.92,7.96,9.05"
records500/04000/04556_hr,"0.79,1.51,2.22,2.92,3.63,4.34,5.05,5.76,6.46,7.16,7.87,8.57,9.28"
records500/04000/04560_hr,"0.93,1.91,2.89,3.86,4.84,5.82,6.79,7.76,8.74"
records500/04000/04565_hr,"1.17,2.41,3.62,4.86,6.08,7.22,8.43"
records500/04000/04576_hr,"1.17,1.87,2.57,3.28,3.98,4.7,5.41,6.14,6.88,7.61,8.34,9.05"
records500/04000/04602_hr,"1.03,1.67,2.23,2.83,3.42,4.01,4.64,5.2,5.8,6.38,7.01,7.57,8.19,8.76"
records500/04000/04609_hr,"1.41,2.36,3.32,4.27,5.2,6.12,7.05,7.99,8.92"
records500/04000/04614_hr,"1.01,2.02,3.02,4.02,5.03,6.02,7.02,8.03,9.03"
records500/04000/04615_hr,"0.66,1.33,1.99,2.65,3.31,3.96,4.62,5.28,5.95,6.61,7.26,7.91,8.58,9.25"
records500/04000/04618_hr,"0.68,1.36,2.02,2.69,3.36,4.04,4.73,5.41,6.11,6.81,7.53,8.24,8.95"
records500/04000/04619_hr,"0.8,1.71,2.62,3.54,4.44,5.32,6.29,7.2,8.09,9.0"
records500/04000/04646_hr,"0.86,1.46,2.07,2.67,3.28,3.88,4.48,5.09,5.69,6.3,6.9,7.51,8.11,8.72,9.32"
records500/04000/04656_hr,"1.15,2.25,3.37,4.48,5.59,6.71,7.83,8.95"
records500/04000/04672_hr,"1.1,1.76,2.43,3.1,3.77,4.44,5.11,5.77,6.44,7.11,7.54,8.45,9.12"
records500/04000/04676_hr,"0.66,1.9,3.1,4.28,5.47,6.68,7.86,9.04"
records500/04000/04687_hr,"1.19,2.11,3.03,3.98,4.87,5.8,6.72,7.62,8.53"
records500/04000/04704_hr,"1.15,1.91,2.71,3.45,4.22,5.03,5.84,6.62,7.42,8.23,9.0"
records500/04000/04719_hr,"1.52,2.42,3.26,4.0,4.72,5.45,6.19,6.93,7.67,8.62"
records500/04000/04747_hr,"0.71,1.62,2.5,3.38,4.26,5.15,6.03,6.89,7.78,8.68"
records500/04000/04749_hr,"1.45,2.64,3.85,5.04,6.24,7.44,8.64"
records500/04000/04755_hr,"0.93,1.59,2.26,2.93,3.59,4.26,4.93,5.59,6.24,6.9,7.56,8.21,8.87"
records500/04000/04758_hr,"1.38,2.39,3.4,4.38,5.38,6.39,7.39,8.4"
records500/04000/04769_hr,"0.98,1.34,1.68,2.25,2.69,3.05,3.4,3.75,4.12,4.5,5.14,5.5,6.1,6.47,6.82,7.2,7.56,7.92,8.3,8.65,9.0"
records500/04000/04771_hr,"1.46,1.89,2.8,3.22,4.08,4.71,5.35,6.0,6.67,7.35,8.04,8.73"
records500/04000/04785_hr,"1.04,1.68,2.38,3.01,3.57,4.27,4.86,5.42,6.08,6.56,7.06,7.68,8.26,9.03"
records500/04000/04786_hr,"1.49,2.18,2.86,3.54,4.21,4.9,5.61,6.0,7.07,7.76,8.45,9.15"
records500/04000/04797_hr,"1.22,1.99,2.76,3.54,4.31,5.09,5.88,6.65,7.42,8.19,8.83"
records500/04000/04805_hr,"1.64,2.75,3.8,4.82,5.87,6.94,8.03,9.11"
records500/04000/04809_hr,"1.0,1.75,2.51,3.26,4.0,4.75,5.49,6.24,6.98,7.73,8.48,9.23"
records500/04000/04820_hr,"1.1,1.4,2.33,2.64,3.58,3.88,4.76,5.06,5.96,6.27,7.14,7.44,8.37,8.67"
records500/04000/04822_hr,"0.68,1.25,1.82,2.39,2.95,3.52,4.09,4.65,5.22,5.79,6.35,6.92,7.48,8.04,8.61,9.17"
records500/04000/04825_hr,"1.22,2.13,3.05,3.97,4.88,5.78,6.67,7.56,8.47"
records500/04000/04836_hr,"0.77,1.65,2.54,3.43,4.28,5.15,6.02,6.9,7.77,8.65"
records500/04000/04866_hr,"0.85,1.44,2.06,2.68,3.33,4.04,4.95,5.74,6.53,7.31,8.07,8.82"
records500/04000/04873_hr,"1.0,1.67,2.33,3.01,3.68,4.36,5.03,5.7,6.38,7.05,7.71,8.38,9.06"
records500/04000/04880_hr,"0.97,1.88,2.73,3.56,4.37,5.17,5.97,6.78,7.59,8.41,9.24"
records500/04000/04893_hr,"0.66,1.16,1.67,2.16,2.67,3.17,3.67,4.18,4.68,5.19,5.69,6.2,6.7,7.21,7.72,8.22,8.73,9.24"
records500/04000/04900_hr,"1.28,2.04,2.82,3.6,4.37,5.13,5.9,6.68,7.46,8.22,8.98"
records500/04000/04922_hr,"0.74,1.42,2.12,2.81,3.48,3.94,4.63,5.32,6.01,6.93,7.61,8.07,8.76"
records500/04000/04926_hr,"1.2,2.01,2.83,3.61,4.41,5.23,6.05,6.88,7.72,8.56"
records500/04000/04945_hr,"1.28,1.85,2.9,3.73,4.57,5.42,6.31,7.23,8.16,9.09"
records500/04000/04951_hr,"1.45,2.26,3.09,3.91,4.71,5.5,6.29,7.09,7.9,8.71"
records500/04000/04960_hr,"1.16,2.49,3.81,5.09,6.24,7.36,8.52"
records500/04000/04979_hr,"1.01,1.98,2.96,3.92,4.87,5.83,6.79,7.75,8.7"
records500/04000/04995_hr,"1.07,1.81,2.47,3.16,3.86,4.58,5.3,5.99,6.67,7.37,8.08,8.8,9.26"
records500/05000/05000_hr,"0.85,1.56,2.27,2.98,3.7,4.41,5.12,5.82,6.53,7.23,7.92,8.61,9.3"
records500/05000/05029_hr,"0.86,1.76,2.6,3.53,4.34,5.19,6.13,6.94,7.88,8.68"
records500/05000/05054_hr,"0.95,2.0,3.05,4.11,5.15,6.23,7.3,8.34"
records500/05000/05067_hr,"1.19,1.99,2.79,3.6,4.4,5.19,5.98,6.77,7.56,8.34,9.13"
records500/05000/05087_hr,"1.11,1.86,2.62,3.38,4.16,4.93,5.68,6.46,7.23,8.0,8.74"
records500/05000/05099_hr,"1.01,1.77,2.53,3.29,4.04,4.79,5.55,6.32,7.09,7.85,8.61"
records500/05000/05117_hr,"0.96,1.94,2.91,3.88,4.85,5.84,6.82,7.8,8.78"
records500/05000/05122_hr,"1.3,1.99,2.68,3.38,4.08,4.8,5.57,6.37,7.19,8.01,8.82"
records500/05000/05126_hr,"1.25,2.09,3.08,3.96,4.82,5.64,6.45,7.26,8.06,8.87"
records500/05000/05147_hr,"0.85,1.74,2.63,3.51,4.38,5.26,6.13,7.0,7.9,8.79"
records500/05000/05151_hr,"0.7,1.82,2.96,4.05,5.16,6.31,7.5,8.62"
records500/05000/05154_hr,"0.89,1.76,2.63,3.49,4.32,5.15,6.0,6.89,7.77,8.61"
records500/05000/05159_hr,"0.69,1.38,2.08,2.77,3.47,4.16,4.86,5.55,6.24,6.94,7.65,8.35,9.05"
records500/05000/05163_hr,"1.27,1.88,2.49,3.24,3.87,4.76,5.53,6.66,7.54,8.04,8.81"
records500/05000/05170_hr,"0.93,2.02,3.14,4.27,5.35,6.4,7.45,8.53"
records500/05000/05172_hr,"1.02,1.82,2.63,3.45,4.28,5.1,5.9,6.71,7.52,8.34,9.15"
records500/05000/05182_hr,"1.53,2.44,3.33,4.22,5.13,6.02,6.89,7.8,8.68"
records500/05000/05185_hr,"1.21,1.96,2.72,3.48,4.26,5.03,5.82,6.61,7.38,8.16,8.94"
records500/05000/05212_hr,"0.74,1.47,2.2,2.7,3.62,4.35,5.09,5.82,6.57,7.34,8.12,8.91"
records500/05000/05217_hr,"0.86,1.75,2.87,3.91,4.81,5.69,6.67,7.68,8.56"
records500/05000/05219_hr,"1.13,1.84,2.57,3.19,4.0,4.57,5.24,5.88,6.57,7.31,8.28,8.88,9.33"
records500/05000/05251_hr,"1.03,1.49,1.96,2.42,2.89,3.35,3.82,4.28,4.75,5.21,5.68,6.14,6.61,7.07,7.54,8.0,8.46,8.93"
records500/05000/05252_hr,"0.87,1.27,1.68,2.09,2.5,2.91,3.32,3.72,4.13,4.54,4.95,5.35,5.76,6.16,6.57,6.98,7.39,7.79,8.19,8.6,9.01"
records500/05000/05257_hr,"1.18,1.76,2.2,2.73,3.28,3.82,4.32,4.87,5.46,5.9,6.53,7.16,7.73,8.26,8.75"
records500/05000/05269_hr,"1.62,2.81,3.92,4.97,6.01,7.17,8.38"
records500/05000/05275_hr,"1.1,1.92,2.72,3.52,4.35,5.18,5.99,6.8,7.6,8.39,9.21"
records500/05000/05276_hr,"0.99,1.84,2.72,3.58,4.44,5.32,6.17,7.04,7.94,8.84"
records500/05000/05278_hr,"1.25,1.96,2.68,3.4,4.11,4.83,5.55,6.27,6.99,7.71,8.43,9.15"
records500/05000/05281_hr,"0.7,1.5,2.31,3.12,3.92,4.72,5.53,6.33,7.13,7.92,8.72"
records500/05000/05289_hr,"0.81,1.44,2.07,2.71,3.35,4.0,4.65,5.29,5.94,6.59,7.25,7.9,8.55,9.2"
records500/05000/05298_hr,"1.6,2.59,3.57,4.51,5.42,6.4,7.39,8.36,9.31"
records500/05000/05299_hr,"0.87,1.61,2.35,3.07,3.78,4.53,5.3,6.07,6.83,7.58,8.33,8.84"
records500/05000/05304_hr,"1.41,2.26,3.13,4.04,4.98,5.95,6.93,7.96,9.02"
records500/05000/05316_hr,"0.86,1.88,2.77,3.8,4.88,5.79,6.76,7.83,8.79"
records500/05000/05331_hr,"1.13,1.81,2.53,3.26,4.02,4.77,5.51,6.26,7.03,7.8,8.56,9.31"
records500/05000/05336_hr,"1.15,1.72,2.3,2.9,3.5,4.09,4.66,5.25,5.84,6.44,7.04,7.62,8.18,8.75,9.32"
records500/05000/05337_hr,"1.59,2.61,3.62,4.59,5.55,6.54,7.53,8.5"
records500/05000/05338_hr,"0.68,1.47,2.26,3.07,4.06,5.14,6.07,6.99,7.82,8.67"
records500/05000/05343_hr,"0.99,1.75,2.51,3.26,4.02,4.77,5.51,6.25,6.66,7.74,8.48,9.22"
records500/05000/05351_hr,"0.96,1.65,2.52,3.11,4.05,4.83,5.47,6.48,7.13,7.81,8.55,9.25"
records500/05000/05360_hr,"0.74,1.45,2.16,2.86,3.57,4.27,4.95,5.65,6.35,7.06,7.76,8.47,9.17"
records500/05000/05370_hr,"0.91,1.6,2.28,2.95,3.61,4.26,4.93,5.6,6.27,6.92,7.56,8.2,8.83"
records500/05000/05373_hr,"1.44,2.32,3.2,4.08,4.96,5.85,6.74,7.61,8.46,9.31"
records500/05000/05383_hr,"0.78,1.76,2.78,3.8,4.8,5.81,6.79,7.8,8.82"
records500/05000/05384_hr,"1.43,2.24,3.02,3.82,4.6,5.37,5.74,6.96,7.74,8.54,9.29"
records500/05000/05386_hr,"1.15,2.01,2.88,3.74,4.59,5.48,6.35,7.2,8.08,8.95"
records500/05000/05395_hr,"1.08,2.02,2.97,3.93,4.88,5.82,6.76,7.69,8.59"
records500/05000/05413_hr,"1.13,2.23,2.98,3.74,4.86,6.67,7.23,8.01,9.04"
records500/05000/05428_hr,"1.54,2.44,3.37,4.33,5.29,6.23,7.18,8.11,9.03"
records500/05000/05452_hr,"0.72,1.67,2.62,3.56,4.5,5.46,6.44,7.43,8.4"
records500/05000/05465_hr,"0.86,1.64,2.44,3.24,4.05,4.86,5.65,6.46,7.27,8.06,8.85"
records500/05000/05479_hr,"1.08,1.78,2.49,3.21,3.9,4.59,5.28,5.97,6.66,7.34,8.0,8.67,9.33"
records500/05000/05501_hr,"1.06,1.91,2.4,3.6,4.45,4.91,6.13,6.98,7.84,8.7,9.18"
records500/05000/05519_hr,"1.56,2.5,3.43,4.3,5.19,6.11,7.05,8.11,9.0"
records500/05000/05530_hr,"0.82,1.57,2.3,3.03,3.8,4.53,5.26,5.97,6.71,7.46,8.19,8.93"
records500/05000/05544_hr,"1.17,2.03,2.89,3.75,4.61,5.47,6.33,7.19,8.05,8.91"
records500/05000/05566_hr,"1.05,1.81,2.58,3.35,4.09,4.82,5.54,6.25,6.96,7.68,8.43,9.16"
records500/05000/05567_hr,"1.5,2.35,3.21,4.07,4.91,5.76,6.6,7.46,8.34,9.21"
records500/05000/05572_hr,"0.96,1.58,2.21,2.84,3.46,4.1,4.73,5.35,5.98,6.61,7.24,7.87,8.5,9.13"
records500/05000/05600_hr,"1.06,2.01,2.98,3.93,4.86,5.77,6.66,7.51,8.36,9.22"
records500/05000/05605_hr,"0.65,1.63,2.59,3.54,4.45,5.36,6.31,7.29,8.29,9.28"
records500/05000/05606_hr,"0.97,1.5,2.02,2.56,3.08,3.59,4.13,4.65,5.17,5.7,6.22,6.75,7.28,7.79,8.33,8.85"
records500/05000/05628_hr,"0.88,1.74,2.61,3.47,4.32,5.17,6.01,6.85,7.69,8.54"
records500/05000/05635_hr,"1.07,1.77,2.48,3.19,3.9,4.6,5.28,5.96,6.65,7.33,8.03,8.73"
records500/05000/05725_hr,"1.13,2.2,3.26,4.41,5.56,6.71,7.83,8.92"
records500/05000/05737_hr,"1.18,1.98,2.79,3.61,4.45,5.28,6.13,6.96,7.79,8.33"
records500/05000/05738_hr,"0.87,1.92,2.99,4.04,5.07,6.11,7.16,7.84,8.19,9.21"
records500/05000/05743_hr,"0.68,1.6,2.54,3.5,4.45,5.41,6.38,7.37,8.36"
records500/05000/05753_hr,"0.81,1.95,2.94,3.86,5.01,6.18,7.14,8.25,9.19"
records500/05000/05771_hr,"1.13,1.95,2.8,3.63,4.42,5.18,5.96,6.76,7.52,8.28,9.05"
records500/05000/05777_hr,"1.45,2.28,2.89,3.5,4.08,5.03,5.56,6.15,7.12,7.74,8.73"
records500/05000/05784_hr,"1.28,2.15,3.04,3.9,4.75,5.61,6.46,7.31,8.17,9.04"
records500/05000/05804_hr,"0.99,1.73,2.46,3.2,3.94,4.69,5.43,6.17,6.9,7.64,8.38,9.11"
records500/05000/05806_hr,"0.68,1.36,2.03,2.7,3.38,4.05,4.72,5.39,6.07,6.74,7.41,8.08,8.75"
records500/05000/05810_hr,"1.48,2.6,3.69,4.8,5.91,6.99,8.09,9.19"
records500/05000/05816_hr,"1.03,1.96,2.91,3.86,4.8,5.75,6.7,7.63,8.58"
records500/05000/05824_hr,"1.06,1.89,2.72,3.57,4.4,5.23,6.07,6.92,7.75,8.59,9.27"
records500/05000/05826_hr,"1.61,2.69,3.77,4.85,5.94,7.01,8.08,9.14"
records500/05000/05830_hr,"0.96,1.7,2.43,3.17,3.91,4.66,5.41,6.17,6.94,7.71,8.48,9.26"
records500/05000/05831_hr,"0.69,1.45,2.24,3.0,3.72,4.44,5.19,6.01,6.85,7.65,8.42,9.18"
records500/05000/05835_hr,"1.12,2.04,2.95,3.83,4.69,5.58,6.47,7.39,8.26,9.09"
records500/05000/05837_hr,"1.25,2.06,3.19,4.21,5.16,6.2,7.22,8.07,9.0"
records500/05000/05841_hr,"0.74,1.3,1.86,2.42,2.98,3.54,4.1,4.66,5.21,5.77,6.33,6.89,7.44,8.0,8.55,9.11"
records500/05000/05855_hr,"1.17,1.82,2.46,3.09,3.72,4.37,5.03,5.68,6.33,6.99,7.65,8.32,9.04"
records500/05000/05856_hr,"1.01,1.84,2.64,3.51,4.34,5.17,6.01,6.84,7.67,8.51,9.34"
records500/05000/05868_hr,"1.16,1.91,2.64,3.4,4.18,4.94,5.69,6.45,7.26,8.05,8.8"
records500/05000/05873_hr,"1.15,1.79,2.43,3.07,3.71,4.35,4.99,5.62,6.26,6.9,7.53,8.17,8.8"
records500/05000/05881_hr,"1.0,2.0,2.99,3.98,4.96,5.94,6.94,7.93,8.92"
records500/05000/05885_hr,"0.93,1.51,2.13,2.78,3.53,3.98,4.75,5.68,6.28,7.04,7.64,8.5,9.18"
records500/05000/05911_hr,"1.02,1.59,2.16,2.73,3.3,3.87,4.44,5.01,5.58,6.14,6.71,7.28,7.85,8.41,8.98"
records500/05000/05914_hr,"1.39,2.21,3.06,3.92,4.75,5.56,6.4,7.28,8.15,9.0"
records500/05000/05915_hr,"0.98,2.09,3.18,4.3,5.43,6.56,7.66,8.77"
records500/05000/05916_hr,"1.46,2.45,3.41,4.33,5.22,6.11,7.01,7.92,8.86"
records500/05000/05918_hr,"0.76,1.59,2.41,3.21,4.02,4.85,5.69,6.5,7.32,8.15,8.98"
records500/05000/05924_hr,"0.73,1.52,2.3,3.06,3.8,4.53,5.28,6.04,6.8,7.56,8.3,9.03"
records500/05000/05946_hr,"1.19,2.03,2.86,3.68,4.52,5.35,6.17,7.0,7.83,8.67"
records500/05000/05947_hr,"0.91,1.8,2.67,3.57,4.47,5.37,6.26,7.15,8.06,8.99"
records500/05000/05951_hr,"0.68,1.05,1.66,2.28,2.89,3.5,4.11,4.73,5.34,5.96,6.58,7.19,7.8,8.42,8.94,9.27"
records500/05000/05953_hr,"1.29,2.15,2.95,3.73,4.5,5.27,6.06,6.88,7.7,8.53"
records500/05000/05973_hr,"1.4,2.33,3.27,4.21,5.13,6.07,7.01,7.95,8.89"
records500/05000/05975_hr,"0.74,1.42,2.08,2.73,3.37,4.02,4.7,5.39,6.03,6.68,7.32,7.97,8.63,9.3"
records500/05000/05977_hr,"1.13,2.13,3.17,4.18,5.13,6.08,7.05,8.07,9.13"
records500/05000/05992_hr,"1.26,2.07,2.88,3.73,4.6,5.49,6.31,7.11,7.93,8.79"
records500/06000/06000_hr,"0.9,1.79,2.69,3.59,4.45,5.3,6.17,7.04,7.92,8.77"
records500/06000/06004_hr,"1.24,2.01,2.82,3.69,4.55,5.4,6.27,7.15,8.0,8.8"
records500/06000/06042_hr,"1.27,2.09,2.9,3.72,4.55,5.37,6.2,7.04,7.88,8.71"
records500/06000/06046_hr,"1.19,2.26,3.32,4.41,5.5,6.57,7.67,8.77"
records500/06000/06047_hr,"0.96,1.99,3.0,3.99,5.0,6.02,7.03,8.05,9.11"
records500/06000/06050_hr,"1.45,2.37,3.29,4.22,5.14,6.05,6.95,7.86,8.76"
records500/06000/06056_hr,"0.96,1.77,2.59,3.41,4.24,5.07,5.89,6.72,7.55,8.38,9.2"
records500/06000/06075_hr,"1.3,2.06,3.17,4.16,4.87,5.98,6.73,7.84,8.64"
records500/06000/06087_hr,"0.78,1.75,2.72,3.68,4.65,5.63,6.62,7.62,8.64"
records500/06000/06096_hr,"0.77,1.54,2.31,3.08,3.83,4.58,5.34,6.1,6.86,7.61,8.37,9.13"
records500/06000/06098_hr,"0.98,1.95,2.36,3.38,4.08,4.78,5.48,6.19,6.9,7.62,8.34,9.07"
records500/06000/06103_hr,"1.0,1.87,2.76,3.65,4.53,5.45,6.36,7.28,8.2,9.08"
records500/06000/06126_hr,"0.94,1.29,1.71,2.13,2.6,3.04,3.5,3.83,4.13,4.52,4.89,5.2,5.63,6.08,6.5,7.06,7.45,7.81,8.47,8.88,9.27"
